AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,SurveySamplers
113-56-10021,Ushk,9/1/15,"This survey was conducted on stream 113-56-10020, which is directly adjacent to Ushk Bay W End (113--56-10030), These two streams connect at low tide in the salt water and 10030 is the stream that has been sampled in all previous visits to Ushk Bay, In the first two (2015) visits to Ushk Bay (10030), samples were scarce. Info from Brad Dennison suggested that there would be more chums in10020. On 8/25/15 a fter a full survey on 10030, the crew surveyed on 10020. Crew reported that they only went 1/4 of a mile before they ran out of time and had to head back. In this time they sampled 69 chums, leading us to believe that 10020 is a much better stream for chum abundance. This visit was then scheduled to come back to 10020 on 9/01/2015.  SURVEY QUALITY: GOOD ushk east endLeft the Beat at 0800 and got dropped off in the intertidal zone of the creek.  We surveyed the East fork of the creek, which separatees in the intertidal zone.  We hiked to the top of the creek and surveyed on the way down, except we collected carcasses in the intertidal zone and process them as it was low tide when we started arrived in the morning.  There is a 20' waterfall that marks the extent of chum mirgration on this creek.  Some fresh chum were seen on the creek, but most were moldy.  Completed the survey at 1400.  Water was clear and normal level.  Sunny weather throughout the day.  High tide was at 1526 of 11.2;  (Sitka).  Two bears seen onthe creek.",57.53340038,-135.6944341,,57.54720468,-135.6793823,,57.5332528,-135.6943005,,1782.167441,450,Chum Salmon,79,153,,232,151,1,0.68,148,1,147,"Aaryn Smith, Ashley Bolwerk, Danielle Watson"
113-56-10030,Ushk Bay W End,7/19/13,very low water. no bio samples. three pairs spawning chum just above tidal influence. a few hundred chum and several hundred pinks moving in with tide at end of survey.,57.53535203,-135.6930784,,57.54777747,-135.6773482,,,,,1674.024975,450,Chum Salmon,6,0,,6,0,,,,,,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
113-56-10030,Ushk Bay W End,8/10/13,,57.54812031,-135.6793598,,57.5507618,-135.7093035,,,,,1816.814689,450,Chum Salmon,125,225,,350,212,3,1.44,209,3,206,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
113-56-10030,Ushk Bay W End,8/11/13,,57.54946837,-135.6820519,,57.55287315,-135.7254577,,,,,2626.262246,450,Chum Salmon,200,50,,250,74,1,1.35,74,1,73,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
113-56-10030,Ushk Bay W End,8/23/13,,57.54838356,-135.6777591,,57.5521937,-135.7191639,,,,,2515.055856,450,Chum Salmon,25,200,,225,206,0,0,183,0,183,"Tom Glass, Jarrod Yelton, Brian Glynn"
113-56-10030,Ushk Bay W End,8/7/14,few fish overall. more fish high then low. almost no chums in tide flats.most are fresh fish just starting redds.,57.54725662,-135.6752439,,57.55195437,-135.7333538,,,,,3518.361188,450,Chum Salmon,125,5,,130,3,1,33.33,3,1,2,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-56-10030,Ushk Bay W End,8/23/14,"mostly postspawn chum, most fish in lower area. saw almost no fish in upper part of survey. Signs of very high water on the creek shore, well above the banks of the river. ",57.5482646,-135.6769431,,57.55145826,-135.7313963,,,,,3279.624273,450,Chum Salmon,59,13,,72,24,0,0,24,0,24,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-56-10030,Ushk Bay W End,8/28/14,sampled lower stretch. most chums seen starting at the trees and them became fewer and fewer as we moved up the creek. some fresh looking fish some on redds. few fish overall,57.549964,-135.6831798,,57.55095208,-135.7082531,,,,,1505.217092,450,Chum Salmon,47,3,,50,8,0,0,8,0,8,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-56-10030,Ushk Bay W End,8/13/15,"SURVEY QUALITY: GOOD Left the Bear at 0800 and hiked across the tide flat to the creek.  Counted live chum on the way up the stream.  We did not start the survey until the fork where the West and East creeks separate.  Very few chum were seen throughout the stream.  Roughly 10% of chums ovserved were moldy.  We hadn't seen a live or dead chum for a mile when we ended the survey.  The stream also became shallow and braided at that point (1300).  Processed fish on the way down the stream.  Got back to the skiffs at 1730.  Stream was low, but some pools still had low visibility due to dark water.  Partly cloudy weather.  High tide was at 1326 of 8.8' (Sitka).  No bears and one sockeye observed on the creek today.",57.54804055,-135.6759879,,57.55310418,-135.7465059,,,,,4259.537977,450,Chum Salmon,91,12,,103,13,0,0,13,0,13,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
113-56-10030,Ushk Bay W End,8/25/15,"SURVEY QUALITY: GOOD Began stream survey on tide flat at 6:30 am and worked upstream for 2 miles until we collected an end point. Clear water clarity and reasonably low salmon numbers made for a good survey quality.  A heavy fog filled the bay as they awoke, as the sun had not yet had its chance to burn the mist. Yet they forged on. Everyone played their role. With gafts in hand, and fishing hooks ready to pounce at the next salmon upstream, they surveyed and sampled the creek they call 'Ushk' with likes that had never been seen. As the blazing sun began to set on southeastern Alaskan bay, there was a hint of relief that swirled in the small boats cabin where the young technicians recovered. Blood had been spilled that day, Not their own of course, but just the sight of the viscous liquid entailed a hard fought battle. For it was their fearless leader, Jarrod the brave, who raced the clock and clashed with the odds in his quest for greatness and bountiful otoliths. The lives of the crew would be changed now forever, none of which could soon forget their awesome journey. ",57.54985755,-135.6691191,,57.55233672,-135.7193306,,,,,3018.863508,450,Chum Salmon,29,17,,46,19,0,0,19,0,19,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
113-72-10040,Sister Lake SE Head,8/15/13,Length measurements may be biased toward every 10 mm,57.62395006,-135.9804753,,57.63142662,-135.9679086,,,,,1121.183691,450,Chum Salmon,1000,1500,,2500,384,7,1.86,376,7,369,"Tom Glass, Jarrod Yelton, Brian Glynn"
113-72-10040,Sister Lake SE Head,8/25/13,,57.6244202,-135.9795746,,57.63245778,-135.9641713,,,,,1283.810046,450,Chum Salmon,200,500,,700,216,1,0.48,209,1,208,"Tom Glass, Jarrod Yelton, Brian Glynn"
113-72-10040,Sister Lake SE Head,8/13/14,"some chums at mouth,  some on redds in stream. many carcasses. Eventful day of flying to west chich.",57.62371408,-135.9813293,,57.62794632,-135.974306,,,,,631.082364,450,Chum Salmon,125,345,,470,336,16,4.82,332,16,316,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-72-10040,Sister Lake SE Head,8/25/14,Chum and pink carcasses everywhere. Very rotten. Started survey at last processing area of the 8/14 survey. ,57.62364696,-135.9814096,,57.62935649,-135.9704867,,,,,911.1762301,450,Chum Salmon,35,521,,556,192,1,0.54,186,1,185,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-72-10040,Sister Lake SE Head,8/15/15,SURVEY QUALITY: GOOD Left the Bear at 0830 and got dropped off at the creek mouth.  Surveyed the creek on the way up.  Lots of dead and live chums throughout the creek.  The chums seem far larger overall than on any of our other creeks.  The stream is characterized by many braided channels.  Many of which had run dry due to the lack of rain.  Many carcasses were observed on dry creek channels.  Turned around at 1615 when the stream began to cascade and banks became very high and steep.  Stream was low and clear.  Partly cloudy all day.  High tide was at 1428 of 9.2' (Sitka).  Two bears seen.,57.62362906,-135.9817352,,57.63255722,-135.9647467,,,,,1420.873638,450,Chum Salmon,1300,1095,,2395,315,11,3.5,314,11,303,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
113-72-10040,Sister Lake SE Head,8/25/15,"SURVEY QUALITY: FAIR Left the Bear at 0800, and got dropped off at the mouth of the creek.  We hiked to the log jam before the creek banks become steep and started our survey there.  We surveyed downstream.  The stream had changed drastically in some locations.  Some pools from last visit are now completely filled in with gravel.  Many carcasses were hanging high on roots and log jams or burried in new gravel bars.  Burried carcasses and those that flooded out of the banks of the creek during the last flood likely skewed the dead count because they were not observed.  All of the live chum observed were quite moldy.  Many of today's samples came from highly decomposed carcasses, suggesting they did not wash out in the flood.  Survey completed in the tideflat around 1515.  The water was higher than last visit, with many side channels that were dry now flowing with water.  Water was also murky, making the live count difficult.  Weather was mostly sunny throughout the day.  High tide was at 1030 of 6.9' (Sitka).",57.63268374,-135.9654596,,57.62419663,-135.9814874,,,,,1345.503005,450,Chum Salmon,124,400,,524,198,1,0.52,192,1,191,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
113-73-10030,Ford Arm Creek,8/14/13,,57.58257863,-135.9190341,,57.58189052,-135.8938779,,,,,1506.794535,450,Chum Salmon,10,145,,155,121,4,3.33,120,4,116,"Tom Glass, Jarrod Yelton, Brian Glynn"
113-73-10030,Ford Arm Creek,8/24/13,,57.58292427,-135.9189739,,57.58172328,-135.8938695,,,,,1507.681726,450,Chum Salmon,5,100,,105,288,2,0.71,281,2,279,"Tom Glass, Jarrod Yelton, Brian Glynn"
113-73-10030,Ford Arm Creek,8/24/14,Many carcasses in river. Some chum carcasses pretty rotten but mostly freshly dead. ,57.58302076,-135.9196317,,57.58024819,-135.8997737,,,,,1227.399183,450,Chum Salmon,48,206,,254,222,3,1.38,218,3,215,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-73-10030,Ford Arm Creek,8/26/14,"Started survey where we ended the 8/24 survey. Many carcasses, chum, pink, unprecedented number of coho. Collected fish to withing sight of the weir.",57.58316494,-135.92119,,57.58091715,-135.8962713,,,,,1511.516598,450,Chum Salmon,,,,,192,2,1.04,192,2,190,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
113-73-10030,Ford Arm Creek,8/16/15,"SURVEY QUALITY: GOOD Left the Bear at 0800 and got dropped off at the mouth of the creek.  Surveyed upstream.  Some live chumn were seen in the intertidal.  Most of today's samples were from dead  chum.  roughly 30% of dead chum were very decomposed.  Roughly 200 of the live chum observed were seen in the last big pool before the weir.  Many pinks were seen throughout, sometimes making chum visibility difficult.  Reached the weir and turned around1645.  High tide was at 1458 of 9.3' (Sitka).  Overcast all day with light drizzle.  No bears seen.",57.58393729,-135.9221826,,57.58176734,-135.8944974,,,,,1673.642504,450,Chum Salmon,298,385,,683,300,11,3.72,296,11,285,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
113-73-10030,Ford Arm Creek,8/26/15,"SURVEY QUALITY: POOR Left the Bear at 0800 and got dropped off in the intertidal zone of the creek.  We hiked to the weir and began our survey there.  The folks working at the weir indicated that the creek had flooded over the weir since our last visit. They noted that today was the best visibility they had had since our last visit as well.  We surveyed on the way down the creek.  Visibility was low and the water was slightly higher than last visit.  Many log jams and a few gravel bars had moved in the flood, making the creek look very different on this visit.  The weather was mostly cloudy.  High tide was at 1123 of 7.7' (Sitka).  Three bears were seen.",57.58172598,-135.8944409,,57.58333877,-135.9193807,,,,,1502.6594,450,Chum Salmon,158,326,,484,187,2,1.1,181,2,179,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
114-31-10130,Game Creek,7/29/13,,58.06243328,-135.4881135,,58.07771017,-135.4771102,,,,,1821.229015,450,Chum Salmon,200,15,,215,16,1,6.67,15,1,14,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
114-31-10130,Game Creek,8/21/13,,58.06073316,-135.4873402,,57.94142062,-135.402944,,,,,14194.90524,450,Chum Salmon,0,13,,13,13,0,0,13,0,13,"Tom Glass, Jarrod Yelton, Brian Glynn"
114-31-10130,Game Creek,8/15/14,Lucas Clark otolith collection.  Collected throughout August 2014.,57.95323,-135.29306,,57.98675,-135.47467,,,,,11378.03095,450,Chum Salmon,,,,,23,0,0,20,0,20,"Derrick Miller, Lucas Clark"
114-31-10130,Game Creek,8/16/14,"3rd bridge up game creek, downstream past second bridge, and then a short distance up trib(separte survey) to van. Waters high, but down from yesterday.",57.98378486,-135.4615362,,57.99742123,-135.4806701,,,,,1894.079729,450,Chum Salmon,266,110,,376,27,0,0,27,0,27,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
114-31-10130,Game Creek,8/17/14,"short section of trib on 8 16 14 (Tablet would not let us make two different surveys for the same day on one stream, so we artificially dated this survey for the day prior) . mouth at game creek up to bridge UPDATE: Jacob moved survey to 8-17-14 per Ben due to conflict",57.99758805,-135.4809534,,57.9965585,-135.478872,,,,,168.2261087,450,Chum Salmon,,,,,1,0,0,1,0,1,
114-31-10130,Game Creek,8/23/14,"First section: started at bridge and walked down to trail. Second section:  2nd bridge to trib bridge. Third section: dropped Alaire and Derrick off on log spur roughly 1/2 way between 1st and 2nd bridge, and returned to 1st bridge. Ben and Kelly worked US while the others worked DS, meeting at PA5. All fish at PA 5 were either caught inthe adjacent pool or brought from US, Counts for this day included in 8/25 data. Waypoints for this day taken from 8/25 as well.",58.07932479,-135.4772676,,57.96650936,-135.4619825,,,,,12597.5876,450,Chum Salmon,,,,,22,0,0,22,0,22,"derrick miller, Ben Adams, Kelly Lawrence, Alaire Hughey"
114-31-10130,Game Creek,8/25/14,"Day two on Game Cr, sampled two disconnected sections. On section 1, we started at the lowest point sampled to on 8/23, and then worked DS to the very lowest point sampled on Game Cr in 2014. For section 2 we started at log bridge on tributary, the highest point sampled on Game Cr either day, and then worked to main stem and then continued downstream to Bridge 3. Begin Location taken at furthest downstream end of section 1. End Location taken at upstream end of section 2 (upper end of US section). Section 1 live was 43 and dead was 40. Section 2 live was 16 (mostly pre spawn) and dead was 32 all jaw bones/ not able to sample. TOTAL COUNT FOR BOTH 8/23 & 8/25 SHOWN ON THIS SURVEY. Begin/end points on this survey were also used to mark begin and end points on 8/23, since there was too much leapfrogging in the middle section. Overall both 8/23 and 8/25 should be considered a single survey as they covered different portions of the stream within a couple of days.  ",58.07932479,-135.4772676,,57.96650936,-135.4619825,,,,,12597.5876,450,Chum Salmon,127,152,,279,47,0,0,46,0,46,"derrick miller, Ben Adams, Kelly Lawrence, Alaire Hughey"
114-31-10130,Game Creek,7/26/15,"SURVEY QUALITY: FAIR Started survey at 9:30  at bridge near Game Creek trib. above from the Freshwater CK. and Game Creek fork in the road.  We worked our way down the stream from the tributary and sampled to the van, which was at the first bridge from the main road.  The second crew of Ben, Roger, and Brian worked their way down from that point to the mouth of the stream.  There were many live chum salmon viewed, but most were activley spawning in the redds at time of survey.  We had low water levels, but the stream clearity was poor and the abundance of pink salmon made live/dead counts hard.",58.08869,-135.46965,,57.99744988,-135.4800574,,,,,10180.75251,450,Chum Salmon,812,2,,814,3,0,0,3,0,3,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc, Roger Vallion, Ben Adams"
114-31-10130,Game Creek,8/4/15,"SURVEY QUALITY: FAIR Survey began at 10:30 am at second bridge, worked our way down to first bridge. Survey fair due to large numbers of pink and chum salmon in addition to murky water. Sunny entire day, low water. Only covered 2.5 miles of stream. Multiple 'valhalla' spots along stretch of stream. ",57.99680586,-135.4791349,,58.03277125,-135.4832673,,,,,4013.189334,450,Chum Salmon,972,81,,1053,89,2,2.27,88,2,86,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
114-31-10130,Game Creek,8/6/15,"SURVEY QUALITY: GOOD*UNCERTAIN PAIRING IN 20155241 FROM A7-H12Began survey at 9:30 am on upper-most bridge. GPS coordinates show the location of three bridges survey today. We sampled upstream from each bridge a quarter mile (approx.). Two bears. Water clarity was good, overcast throughout the day. Water level was low. Large numbers of spawned out chum in upper section of Game Creek. Seems that the higher reaches are further along than fish in lower reaches. Bear on last bridge survey of the day was unwilling to give up his fishing hole. Decided it wasn't worth it and turned around.",57.94405446,-135.4064363,,57.98671268,-135.4716611,,,,,6121.928709,450,Chum Salmon,275,275,,550,253,1,0.4,250,1,249,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
114-31-10130,Game Creek,8/15/15,"SURVEY QUALITY: FAIR Started survey at 9:00 am. Worked downstream from the bridge. Water level low, clarity poor. Survey quality was fair due to poor visibility and quantity of live and dead fish. Walked to 'Van #1' point on GPS. Did 155 samples, which brought the total stream samples to 500. Ended survey at 3:00 pm. Shitty van hill at Game Creek went poorly as normal, but was not determined to be 'jordan' difficulty. Two blue-jays, two stellar-jays, but no partridage in a pear tree noted. Fish were lower down than previously noted.Van Watch 2015 was successful. ",57.99680831,-135.4791789,,58.03233005,-135.4826573,,,,,3961.67637,450,Chum Salmon,1016,377,,1393,155,2,1.29,155,2,153,"Alaire Hughey, Jarrod Yelton, Brian LeBlanc"
115-20-10520,Sawmill Creek,7/23/13,upper end of chum use is at last logs before falls,58.71597963,-134.9388515,,58.7168748,-134.9445838,,,,,346.8132767,450,Chum Salmon,1157,60,,1217,17,9,52.94,17,9,8,"Casey McConnell, Rick Busch, Jacob Van Baalen, ben adams, Laurinda Marcello, jon livermore, Dave Magnus, ashley bulwerk, Eric Knudsen, eric knudsen, Alix Blake"
115-20-10520,Sawmill Creek,8/9/13,ended at waterfall. Lat/lon copied from 7/23 survey so could be off,58.71917638,-134.9453331,,58.7168748,-134.9445838,,,,,260.0243325,450,Chum Salmon,,,,,233,94,42.34,222,94,128,Casey McConnell
115-20-10520,Sawmill Creek,8/10/13,"very rotten chums, most not measured for length",58.71866845,-134.9455984,,58.7186387,-134.9455693,,,,,3.717856732,450,Chum Salmon,35,405,,440,145,67,47.52,141,67,74,Casey McConnell
115-20-10520,Sawmill Creek,8/14/13,this visit landmark flags were missing,58.71734996,-134.943973,,58.71378406,-134.9447573,,,,,399.7980335,450,Chum Salmon,10,60,,70,46,22,48.89,45,22,23,Casey McConnell
115-20-10520,Sawmill Creek,7/22/14,First day. No spawning observed. Similar numbers of pinks. Clarity excellent.,58.71650997,-134.9382152,,58.71651169,-134.9443381,,58.71644624,-134.9382816,,354.8060812,450,Chum Salmon,87,0,,87,0,,,,,,"Casey McConnell, Kelly Lawrence, Alaire Hughey, Eric Knudsen"
115-20-10520,Sawmill Creek,7/26/14,"Began at low tide and worked reach in an upstream direction. Discharge had increased and visability had declined since previous sampling on 7/22/14.  Chum spawning was observed, but zero post-spawn fish.  Similar numbers of pink salmon were present in the system on this date.",58.71893973,-134.9444275,,58.71651076,-134.9386371,,,,,431.0270633,450,Chum Salmon,112,0,,112,0,,,,,,"Casey McConnell, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,7/29/14,"arrived about 20 min before low tide, worked from DS to US then worked DS from end point to last large meander on stream right. fish were mostly pre spawn and there were no complete carcasses, just one chum jawbone observed. ",58.71917808,-134.944442,,58.71646609,-134.9386052,,,,,453.4835181,450,Chum Salmon,152,1,,153,13,0,0,13,0,13,"Casey McConnell, Ben Adams, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,8/1/14,began 30min before low tide (0945). walked US and back down. Several chum looked spawned out but were moving too fast to snag or gaff. ,58.71840084,-134.9449528,,58.71641283,-134.9388017,,,,,419.6156897,450,Chum Salmon,86,1,,87,14,1,7.14,14,1,13,"Casey McConnell, Ben Adams, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,8/4/14,"started DS at 0940 and returned at 1320 to check stream at low tide, one jaw bone and two reds observed below tidal influence point. Out of the 5 dead fish counted, 3 were sampled fish, one was bear predation and one was a jaw bone. All but one fish sampled were alive and we observed around 10 that appeared to be post-spawn but were unable to catch. This stream is proving difficult to fish due to the fast current, deep pools, and debris (logs and tree limbs) in the stream. We had more success today because we used two snagging poles and had a third person DS with a gaff but fishing was still very time consuming. ",58.71788468,-134.9454601,,58.71654548,-134.9384831,,,,,430.9307398,450,Chum Salmon,91,5,,96,18,3,16.67,18,3,15,"Casey McConnell, Kelly Lawrence, Derrick Miller, jarrod yelton"
115-20-10520,Sawmill Creek,8/7/14,"started DS at 0910, tide coming in.",58.71613132,-134.9443066,,58.71639009,-134.9386162,,,,,331.0021206,450,Chum Salmon,68,4,,72,52,6,11.54,52,6,46,"Casey McConnell, Kelly Lawrence, Derrick Miller, jarrod yelton"
115-20-10520,Sawmill Creek,8/13/14,"Started downstream at 1020, low tide was at 0930. Stream down about 1.5 feet from two days ago but still above base flow. Visibility was poor in most areas and reduced to zero in deep pools and glides. Four dead fish, two were previously sampled, one was a jaw bone, and the other sampled today (specimen 6). Fifteen live fish seen but there were five large pools we had to skip because the visibility was too bad, therefore official live count not recorded. ",58.71924296,-134.9442332,,58.71658946,-134.9385545,,58.71654078,-134.9385022,,442.3127641,450,Chum Salmon,,4,,4,8,2,25,8,2,6,"Casey McConnell, Kelly Lawrence, Alaire Hughey, ben campen"
115-20-10520,Sawmill Creek,8/15/14,"Arrived at 1115, low tide at 1103. Walked from low tide point to just below area where channel becomes narrow and trees overhang. Flow was high, above bank-full, and zero visibility. Live/dead count  not possible. Found an unsampled chum head in grassy area near end point, otos still intact. The rain let up for a few hours last night but has been raing fairly hard all morning, probably be high flows for another day or two. ",58.71828584,-134.9456435,,58.71387318,-134.9424893,,,,,524.4106324,450,Chum Salmon,,,,,1,0,0,1,0,1,"Casey McConnell, Kelly Lawrence, Alaire Hughey, ben campen"
115-20-10520,Sawmill Creek,8/16/14,"2nd visit in two days, decided to return because no rain in about 15hrs. water level down and vis good for the most part, big pools still a little cloudy. couldn't get gps for beginning location, so entered manually using survey from 8-4-14. started just below waterfall, where we usually end and worked DS. after we finished 1st processing area we returned to mouth to look for carcasses at low tide (got there at 1230, low tide was at 1200). walked US from there and finished at 2nd processing area. Saw 3 fish that were probably spawned out but couldn't catch, and the rest were pre-spawn. Ben caught the same pre spawn male three times! No rain all day. As we were walking US we came accross the fish sampled at area 1, took less than 30 min to travel 3/4 of the stream- probable reason for why we never find carcasses. ",58.71654548,-134.9384831,,58.71835996,-134.9456332,,,,,460.9854641,450,Chum Salmon,14,0,,14,5,0,0,5,0,5,"Casey McConnell, Kelly Lawrence, Alaire Hughey, ben campen"
115-20-10520,Sawmill Creek,8/18/14,"Started DS at1220, arrived later to avoid rough seas in the channel, 3-4ft seas. Some pinks still actively spawning, no chum spawning observed.  Of dead, one was sampled previously and the other was a jaw bone. Snagged and released two pre spawn chum saw two more that were bright and and another two that appeared to be spawned out but lost them in the deep water. Water level slightly higher than last visit, slightly above bankfull, deep areas (greater or equal to 3ft deep) were too silty to fish. Finished by 1420. ",58.71755461,-134.9445947,,58.71646923,-134.9388554,,,,,353.8678412,450,Chum Salmon,6,2,,8,2,0,0,2,0,2,"Casey McConnell, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,8/20/14,"started DS at 1600, low tide working US. the only other chum we saw had bright colors and was moving fast. Pink numbers were greatly reduced and saw several dead hens. water level back to base flow and visibility good. All Chum observed US of  where trees hang over stream and DS of pool below tree blow down. Finished survey at 1730. ",58.71777435,-134.9450625,,58.71648338,-134.9387201,,,,,394.6526998,450,Chum Salmon,4,0,,4,3,1,33.33,3,1,2,"Casey McConnell, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,8/22/14,"started DS at 0740, low tide was at 0600. Discharge had returned to baseflow and visibility was clear.  Pink salmon remain present in system; ~100 observed.  Completed 3 passes of entire sampling reach. Pass 1 = 9 live observedPass 2= 0 live observed (worked downstream)Pass 3 = 1 live observed and sampled (worked upstream following a 30 minute break)",58.71829466,-134.9457344,,58.71639059,-134.9387139,,,,,458.7785808,450,Chum Salmon,9,1,,10,8,6,75,8,6,2,"Casey McConnell, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,8/27/14,"Likely last day on Sawmill. Started DS at 0945 arrived at waterfall at 1045. Low tide at 0850 today. Saw two dead chum that had been sampled previously and one alive female that got away. No samples taken. Pinks still present but no spawning observed, saw about 40. Flow was low and clear on arrival, becoming cloudy as the day progressed.  Saw a mink.",58.71864797,-134.9454964,,58.71651033,-134.938649,,,,,462.7394329,450,Chum Salmon,1,2,,3,0,,,,,,"Casey McConnell, Kelly Lawrence, Alaire Hughey, Derrick Miller"
115-20-10520,Sawmill Creek,7/12/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,1,0,0,1,0,1,Casey McConnell
115-20-10520,Sawmill Creek,7/15/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,5,0,0,5,0,5,Casey McConnell
115-20-10520,Sawmill Creek,7/19/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,15,3,20,15,3,12,Casey McConnell
115-20-10520,Sawmill Creek,7/20/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,18,6,35.29,17,6,11,Casey McConnell
115-20-10520,Sawmill Creek,7/21/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,3,1,33.33,3,1,2,Casey McConnell
115-20-10520,Sawmill Creek,7/22/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,45,12,27.27,44,12,32,Casey McConnell
115-20-10520,Sawmill Creek,7/23/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,19,3,15.79,19,3,16,Casey McConnell
115-20-10520,Sawmill Creek,7/24/15,"SURVEY QUALITY: FAIR Began stream survey at 10:25 am. Water at mouth of the stream was not clear, clearity progressed as we proceeded upstream. Low water levels. Very high number of pinks in the stream, which made live/dead counts only fair.Met a seperate survey group that was doing a mark/recapture study, which included taking otoliths. We did not collect any live fish that had been tagged by this group. We counted all fish for alive/dead counts, even if they were processed by the other group. Dead eagle. Sampled all the way up to the final extent (waterfall). Weather was sunny. Eagles visible from mouth. Finished stream survey at 3:00 pm. ",58.71697571,-134.9441942,,58.7166657,-134.9387429,,58.7166657,-134.9387429,,317.76654,450,Chum Salmon,81,57,,138,44,12,27.27,44,12,32,"Alaire Hughey, Casey McConnell, Jarrod Yelton, Katie Shink, Brian LeBlanc"
115-20-10520,Sawmill Creek,7/26/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,24,10,41.67,24,10,14,Casey McConnell
115-20-10520,Sawmill Creek,7/29/15,"SURVEY QUALITY: POOR Started survey at 9:30. Met Casey and crew on stream and worked up. Water level at bank full and fast and visibility very poor, hence poor survey quality. There was a wide range of physical condition in live chum viewed and chum were seen all the way up to the large pool below falls. ",58.71652922,-134.9435354,,58.7166657,-134.9387429,,,,,278.126125,450,Chum Salmon,54,27,,81,42,16,38.1,42,16,26,"Alaire Hughey, Casey McConnell, Jarrod Yelton, Katie Shink, Brian LeBlanc, Roger Vallion, Ben Adams"
115-20-10520,Sawmill Creek,7/30/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,32,19,59.38,32,19,13,Casey McConnell
115-20-10520,Sawmill Creek,7/31/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,22,7,31.82,22,7,15,Casey McConnell
115-20-10520,Sawmill Creek,8/2/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,32,12,38.71,31,12,19,Casey McConnell
115-20-10520,Sawmill Creek,8/4/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,41,21,51.22,41,21,20,Casey McConnell
115-20-10520,Sawmill Creek,8/6/15,Manually imported from spreadsheet,58.7170667,-134.9442167,,58.71639,-134.938616,,,,,333.18048,450,Chum Salmon,,,,,19,9,47.37,19,9,10,Casey McConnell
